budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 99, ""name"": ""Documentary""}]",,102840,[],en,Sex With Strangers,"For some married couples, sex is an obsession that overwhelms their belief in strict monogamy. The ability to act out their sexual fantasies is more important than upholding any convention of love or marriage. Sex with Strangers paints an authentically intimate portrait of three such couples, from the euphoria of fantasies fulfilled to the desperation of splintering relationships, showing how their lives are profoundly affected by the lifestyle they lead. James and Theresa, a couple in their thirties, use their motor home as a pleasure palace travelling from club to club seducing couples wherever they go. Calvin and Sarah are thinking about getting married when they meet Julie, who doesn't swing, and isn't bisexual - until she falls for Calvin. Psychodrama almost displaces sex for Shannon and Gerard, who are passionate about swinging, even as they question whether the lifestyle is really for them...",0.014406,[],[],22-02-02,0,0.0,[],Released,,Sex With Strangers,5.0,1
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,9582,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 6256, ""name"": ""truth""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12541, ""name"": ""misunderstanding""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}]",en,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",5.596835,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""David Ladd Films"", ""id"": 21447}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-01-03,17432163,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,5.3,83
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-country-bears,18357,"[{""id"": 2526, ""name"": ""human animal relationship""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4507, ""name"": ""clowning""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 11514, ""name"": ""social satire""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",6.908351,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-07-02,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's A Bear Getting The Family Together!,The Country Bears,4.3,20
21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,1499,"[{""id"": 233, ""name"": ""japan""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10278, ""name"": ""ninja""}]",en,Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",10.207065,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-03-93,42000000,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184
47000000,"[{""id"": 18, ""name"": ""Drama""}]",,2841,"[{""id"": 90, ""name"": ""paris""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2425, ""name"": ""bodily disabled person""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 4025, ""name"": ""brittany""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 6701, ""name"": ""verdun""}, {""id"": 8729, ""name"": ""lighthouse keeper   ""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 33625, ""name"": ""illegal prostitution""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 184167, ""name"": ""polio""}, {""id"": 188725, ""name"": ""trenches""}]",fr,Un long dimanche de fiançailles,"In 1919, Mathilde was 19 years old. Two years earlier, her fiancé Manech left for the front at the Somme. Like millions of others he was ""killed on the field of battle."" It's written in black and white on the official notice. But Mathilde refuses to believe it. If Manech had died, she would know. She hangs on to her intuition as tightly as she would onto the last thread of hope linking her to her lover. A former sergeant tells her in vain that Manech died in the no man's land of a trench named Bingo Crepescule, in the company of four other men condemned to die for self-inflicted wounds. Her path ahead is full of obstacles but Mathilde is not frightened. Anything is possible to someone who is willing to challenge fate...",23.05451,"[{""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""2003 Productions"", ""id"": 1232}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""R\u00e9gion Ile-de-France"", ""id"": 11246}, {""name"": ""Tapioca Films"", ""id"": 12000}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""R\u00e9gion Bretagne"", ""id"": 20346}, {""name"": ""R\u00e9gion Poitou-Charentes"", ""id"": 76911}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",26-10-04,0,133.0,"[{""iso_639_1"": ""co"", ""name"": """"}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Never let go,A Very Long Engagement,7.1,346
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,1979,"[{""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1671, ""name"": ""surfboard""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15271, ""name"": ""interrogation""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 160117, ""name"": ""fantastic four""}, {""id"": 162365, ""name"": ""military""}, {""id"": 175975, ""name"": ""earth in peril""}, {""id"": 179102, ""name"": ""superhuman strength""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 202541, ""name"": ""silver surfer""}, {""id"": 222915, ""name"": ""forcefield""}, {""id"": 227591, ""name"": ""elasticity""}, {""id"": 227595, ""name"": ""absorbing power""}]",en,4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810722999999996,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-06-07,289047763,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,73511,[],en,The Californians,"When real estate mogul Gavin Ransom (Noah Wyle) announces his plan to cover California's northern coast with scores of mini-mansions, his environmentalist sister, Olive (Ileana Douglas), launches a protest to stop him. But there's trouble ahead when Gavin begins falling for the pretty folk singer (Kate Mara) who's helping Olive's cause. This clever West Coast satire from writer-director Jonathan Parker is a twist on Henry James's The Bostonians.",0.218736,"[{""name"": ""Parker Film Company"", ""id"": 68599}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-10-05,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,All is fair in love and real estate.,The Californians,4.0,1
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",,10073,"[{""id"": 248, ""name"": ""date""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 3453, ""name"": ""parents-in-law""}, {""id"": 3583, ""name"": ""bridegroom""}, {""id"": 13027, ""name"": ""wedding""}]",en,Date Movie,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).",10.098722,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-02-06,48548426,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An Unprotected Comedy,Date Movie,3.6,222
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/fiftyshadesofgreymovie,216015,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 9785, ""name"": ""perversion""}, {""id"": 9888, ""name"": ""spanking""}, {""id"": 12547, ""name"": ""billionaire""}, {""id"": 158713, ""name"": ""bdsm""}, {""id"": 187056, ""name"": ""woman director""}]",en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",98.755657,"[{""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-02-15,571006128,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are you curious?,Fifty Shades of Grey,5.2,3254
23000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,8328,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 271, ""name"": ""competition""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 1974, ""name"": ""breakdance""}, {""id"": 3074, ""name"": ""insurgence""}, {""id"": 3188, ""name"": ""heart-throb""}, {""id"": 4159, ""name"": ""dancing scene""}, {""id"": 4345, ""name"": ""tap dancing""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 10551, ""name"": ""ballet""}]",en,Step Up 2: The Streets,"When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets.",28.973074,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-02-08,150816700,98.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's not where you're from. It's where you're at.,Step Up 2: The Streets,6.5,640
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,10786,"[{""id"": 392, ""name"": ""england""}, {""id"": 2868, ""name"": ""crusade""}, {""id"": 4147, ""name"": ""robin hood""}, {""id"": 222340, ""name"": ""king richard""}]",en,Robin and Marian,"Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery!",3.199904,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Rastar Pictures"", ""id"": 2070}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-03-76,0,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is the greatest adventure of all.,Robin and Marian,6.6,50
20000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://amostviolentyear.com/,241239,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2355, ""name"": ""american dream""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 7337, ""name"": ""business ethics""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 10590, ""name"": ""oil""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 166631, ""name"": ""loan shark""}, {""id"": 168948, ""name"": ""coat""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 235729, ""name"": ""husband wife relationship""}, {""id"": 238182, ""name"": ""truck hijacking""}, {""id"": 238183, ""name"": ""bank loan""}]",en,A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",37.629309,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Before the Door Pictures"", ""id"": 14861}, {""name"": ""Washington Square Films"", ""id"": 14862}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Old Bull Pictures"", ""id"": 53656}]","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30-12-14,12007070,125.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The result is never in question. Just the path you take to get there.,A Most Violent Year,6.5,546
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/wreck-it-ralph,82690,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-11-12,471222889,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,356987,"[{""id"": 230912, ""name"": ""supervivencia""}]",en,Abandoned,When their yacht capsizes during a storm; four men face almost certain death.,3.068463,"[{""name"": ""Making Movies"", ""id"": 71702}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}]",30-08-15,0,82.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Abandoned,5.8,27
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,17043,"[{""id"": 3185, ""name"": ""crocodile""}]",en,The Crocodile Hunter: Collision Course,"Aussie adventurer Steve Irwin aka The Crocodile Hunter has avoided the death-roll and nabbed another feisty croc, hoping to save it from poachers. What Steve doesn't know is that the crocodile has innocently swallowed a top secret US satellite beacon, and the poachers are actually American special agents sent to retrieve it. Crikey! In the Outback and through the bush with his wife Terri's ever-present commentary ringing out over the countryside (""That was a close one, Steve!""), the Crocodile Hunter is out to save the gorgeous croc and relocate him. It won't be easy, but if he can handle bird-eating spiders and venomous snakes without getting bitten, gun-wielding agents shouldn't be too much of a problem.",1.7149720000000002,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Discovery Channel Pictures"", ""id"": 7492}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""J&M Entertainment"", ""id"": 12474}, {""name"": ""Animal Planet"", ""id"": 63105}, {""name"": ""Winchester Films"", ""id"": 68063}, {""name"": ""Best Picture Show Company, The"", ""id"": 68064}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-07-02,33082548,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His First Big-Screen Adventure!,The Crocodile Hunter: Collision Course,5.3,34
2500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/760/Goldfinger/,658,"[{""id"": 3271, ""name"": ""secret organization""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3275, ""name"": ""nuclear radiation""}, {""id"": 3286, ""name"": ""fort knox""}, {""id"": 3287, ""name"": ""aston martin""}, {""id"": 3288, ""name"": ""secret lab""}, {""id"": 3291, ""name"": ""kentucky""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-09-64,124881062,110.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Everything he touches turns into excitement!,Goldfinger,7.2,987
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,42345,"[{""id"": 904, ""name"": ""pennsylvania""}, {""id"": 4781, ""name"": ""miner""}, {""id"": 164742, ""name"": ""coal mining""}, {""id"": 167215, ""name"": ""coal mine""}, {""id"": 206311, ""name"": ""pennsylvania coal miner""}]",en,The Molly Maguires,"Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?",1.3969850000000001,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Tamm Productions"", ""id"": 64771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27-01-70,2200000,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Molly Maguires,5.9,16
0,[],,325579,[],en,Diamond Ruff,"Action - Orphan, con artist, crime boss and millionaire, Diamond Ruff has seen it all. In prison for a murder he did not commit, he meets the Reverend Trek Woods, who overwhelms him with kindness, character and faith in god. Falling in love with April, a young woman with terminal illness, Ruff is again challenged to grow and change. Will he be redeemed? There are no easy answers. -  Felicia Pearson, Fredro Starr, Michael Barra",0.165257,[],[],01-01-15,0,0.0,[],Released,,Diamond Ruff,2.4,4
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",,38665,"[{""id"": 178867, ""name"": ""lone ranger""}, {""id"": 180234, ""name"": ""wild bill hickok""}, {""id"": 190296, ""name"": ""buffalo bill""}, {""id"": 222787, ""name"": ""the lone ranger""}]",en,The Legend of the Lone Ranger,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.",11.725805000000001,"[{""name"": ""ITC Entertainment"", ""id"": 1584}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-08-81,2945600,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The untold story of the man behind the mask, and the legend behind the man.",The Legend of the Lone Ranger,3.7,14
25000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",,1268,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 254, ""name"": ""france""}, {""id"": 2793, ""name"": ""film director""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 5347, ""name"": ""clumsy fellow""}, {""id"": 5348, ""name"": ""to drop brick""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",27.683874,"[{""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",22-03-07,229736344,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Disaster has a passport.,Mr. Bean's Holiday,6.1,663
80000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,4858,"[{""id"": 9714, ""name"": ""remake""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 15250, ""name"": ""alien infection""}, {""id"": 161290, ""name"": ""sleeping""}, {""id"": 161891, ""name"": ""doppelganger""}, {""id"": 162502, ""name"": ""news report""}, {""id"": 162511, ""name"": ""text messaging""}, {""id"": 162512, ""name"": ""siren""}, {""id"": 162515, ""name"": ""contamination""}]",en,The Invasion,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",15.673154,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",17-08-07,15071514,99.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,The Invasion,5.7,359
